,VH,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VHVV,VHVV_1,VHVV_2,VHVV_3,VHVV_4,VHVV_5,VHVV_6,VHVV_7,VHVV_8,VHVV_9,VHVV_10,VHVV_11,VHVV_12,VHVV_13
663,-21.18399992,-23.07030912,-24.17276369,-22.10737729,-19.95402185,-17.85111081,-19.53533973,-19.85971121,-20.10394607,-18.72339286,-18.18240323,-17.10577494,-17.05132856,-17.38357414,-8.50044183,-9.882531019,-11.12835701,-9.850899033,-6.227251358,-3.522970227,-5.86431332,-7.455277668,-6.848999362,-4.544826991,-3.968543135,-4.368837583,-5.581402971,-7.653974265
664,-19.11709991,-22.37223658,-24.31609849,-22.22421293,-18.78373443,-17.52290911,-18.66748544,-19.11772598,-18.78319109,-18.15921284,-17.62886433,-16.62177501,-15.77385867,-15.39878851,-9.079615195,-10.61648875,-12.70623143,-11.41967729,-7.662025843,-5.2951503,-7.156127439,-7.568541307,-6.307954293,-4.920024614,-4.8007555,-5.338133628,-6.373147995,-7.795358843
665,-19.02373907,-21.72493159,-24.44483856,-23.35703275,-20.40102849,-17.31893028,-18.82038865,-19.24533233,-19.53276897,-18.16365261,-17.84477769,-17.39545915,-16.63114258,-15.43292262,-8.968376305,-10.37398087,-12.2033452,-10.84985155,-7.370964488,-4.13043211,-6.435642214,-7.443477278,-6.643779053,-3.929119677,-3.78332171,-4.431051551,-5.868052519,-6.868149553
666,-20.41969549,-21.93566847,-23.90451479,-22.8311362,-20.29146925,-17.16559294,-19.20820837,-19.7157315,-19.95980627,-17.71595339,-17.93143422,-17.40870706,-16.87685843,-16.01718672,-9.741711322,-9.946236624,-11.36226232,-10.49551069,-8.061496362,-4.835848815,-6.508841825,-7.330582348,-7.632717966,-5.303115778,-4.685854479,-4.740200804,-6.316764784,-7.933542511
667,-21.94454702,-22.86906719,-23.1125185,-21.64034389,-19.60765948,-17.73856485,-18.13180713,-18.82407923,-19.20411243,-18.42157034,-17.45504749,-16.93201114,-16.20449703,-15.546996,-9.574796892,-9.978287541,-10.8776148,-9.911499757,-7.050660104,-4.484699081,-6.256753763,-8.544049137,-7.961168965,-4.998152285,-3.718153187,-4.837017331,-6.13079346,-6.290842436
668,-21.152439,-22.08583932,-24.03479846,-22.94415914,-21.01308834,-18.48987637,-19.10555047,-18.79105842,-19.02336041,-17.91495918,-17.8681974,-17.72694882,-17.16074293,-16.38038012,-9.770272308,-10.07037951,-12.18932618,-10.98675766,-6.672898972,-3.931895802,-6.89695498,-8.18754214,-7.560281139,-5.308705827,-5.052730514,-4.949451381,-5.884401404,-7.363492969
669,-20.55937673,-23.12060056,-24.59723425,-23.09534701,-20.41590037,-17.63478889,-19.18527059,-19.38237319,-20.24417379,-18.97888663,-18.51155931,-16.99834627,-16.11608079,-16.60102449,-8.258331949,-9.945263246,-12.46585392,-11.1891064,-6.725768572,-3.326675723,-5.89448275,-7.286037807,-6.457431475,-4.240734351,-4.035166047,-4.246558402,-4.954282668,-6.946655087
670,-19.57778911,-21.35582769,-22.73662633,-21.8386542,-19.49032339,-16.44230794,-17.54737595,-19.09694175,-19.92736363,-18.3090869,-17.95258486,-17.17278518,-16.78535975,-16.14688199,-9.279804914,-9.999879815,-11.67192687,-11.15607596,-8.270574639,-5.349306506,-6.666008169,-7.852089115,-7.257506284,-5.178139585,-4.680129254,-5.309080885,-6.551655012,-7.609421126
671,-20.47195423,-22.91404505,-24.69771155,-22.70917578,-20.4668654,-18.69507932,-19.19864772,-18.69807049,-19.26947763,-18.76258196,-18.14134436,-17.26762096,-16.65503575,-17.23802563,-9.632116545,-9.669255681,-11.64751083,-10.07127621,-7.185610318,-4.001434721,-6.015586841,-6.482264715,-6.518109913,-5.336921006,-4.538352631,-3.905371391,-5.21153606,-7.78190271
672,-21.90943848,-23.31936678,-23.26086403,-22.25100605,-18.87343923,-16.80458871,-19.41824912,-19.82643601,-19.25099491,-18.6958986,-18.63802181,-17.28252102,-16.27365883,-16.19571049,-8.630603597,-10.31035102,-12.17901434,-10.89339441,-6.844198438,-3.263349948,-6.58503389,-7.827160504,-6.913761879,-4.056454642,-4.36711163,-4.350555966,-6.037670395,-7.934963333
673,-19.44519549,-21.59057265,-23.95612166,-22.4711898,-18.95189155,-16.54518743,-18.43589204,-19.44585109,-19.60283649,-18.66569847,-18.20810939,-17.0977094,-16.13670695,-16.24821622,-9.144191925,-10.00550126,-12.4428397,-11.3234136,-7.069450881,-4.097013081,-6.697909079,-8.085143819,-7.022713687,-5.214123566,-4.956043571,-4.8933882,-5.170229229,-6.617729153
674,-19.22495365,-21.60373725,-23.83819137,-22.17729534,-19.88412878,-17.73792881,-18.84109033,-18.73147646,-19.5776876,-18.52833279,-17.99957868,-16.73197444,-16.3072151,-16.09888851,-8.116609872,-8.984299772,-11.52411166,-10.00261967,-6.54091326,-4.119323781,-6.203035783,-6.651723907,-6.240137422,-4.98420465,-4.783975588,-5.171694806,-6.787047691,-8.258938384
675,-21.69682703,-22.98001194,-24.45380469,-22.76200296,-20.04545604,-17.03918284,-18.83428203,-19.54894847,-19.61166675,-17.76737529,-17.42596767,-16.83235338,-16.33277332,-17.25119783,-9.140753507,-9.651938835,-11.58052355,-10.55572468,-6.994610932,-3.45232282,-6.193669631,-7.806613282,-6.836668724,-4.188075011,-4.287257165,-5.459158409,-6.685144919,-8.356633636
676,-23.0249771,-24.34365196,-25.12975906,-22.70802593,-19.61295788,-17.31543627,-18.6868171,-19.31526449,-19.68042958,-18.28758874,-17.40317492,-16.8337692,-16.13343105,-15.62329859,-9.636827969,-10.1359548,-11.60583865,-10.88707654,-8.031556008,-5.424640391,-6.394846291,-7.779140451,-7.835145015,-5.476534456,-4.063501814,-4.296958407,-5.946284594,-7.535151471
677,-18.98557512,-20.98785769,-23.58933867,-22.14975398,-19.73058665,-16.83837495,-18.51961742,-18.8503017,-18.97608112,-17.8573806,-17.43050921,-16.86322766,-16.04463162,-16.40674165,-8.775413841,-9.994914519,-12.10165425,-10.52383294,-7.423532604,-4.692976603,-6.319712631,-7.574791088,-7.738782216,-6.157872982,-5.23662299,-4.932762596,-5.70514094,-7.364026749
678,-19.25787524,-21.01421534,-23.23102448,-21.78504948,-19.69725185,-16.96792331,-18.73024797,-19.38361912,-19.93232122,-18.69029435,-17.82056616,-17.34016469,-16.70327475,-15.85576689,-8.831107403,-9.104179045,-10.92715263,-10.20823081,-7.816755132,-4.533467279,-6.360507984,-7.603631957,-7.418424783,-4.936043525,-4.302311708,-4.645251124,-5.701798255,-6.428644185
679,-20.14024312,-20.97420202,-22.86989496,-21.83279134,-21.08819452,-18.24619379,-19.18626084,-18.22754245,-18.63220811,-17.32647612,-17.75870116,-16.93749716,-15.98974532,-15.45779801,-9.935506099,-9.974528062,-11.71417129,-10.55435571,-7.609607462,-4.023481489,-5.854304996,-6.773102588,-7.051225232,-4.454544501,-3.972827125,-3.980397866,-5.514593969,-6.462566611
680,-20.35200351,-21.59939948,-23.86582541,-22.76774389,-19.81639193,-16.90528438,-18.85398044,-19.73885034,-19.85797761,-18.01792942,-17.37948498,-16.54399021,-15.79352786,-14.99526394,-9.919312329,-10.67771654,-12.8167055,-11.25506518,-7.237321848,-4.624815906,-6.747944719,-8.134138393,-7.603693551,-5.380681019,-4.994345975,-4.870700721,-6.011204351,-7.475569582
681,-19.72468287,-21.65045596,-23.38088726,-21.47402669,-19.04632067,-16.43405175,-18.24917594,-19.05003208,-19.84878541,-18.5113641,-18.63962285,-17.39371453,-16.36989272,-15.67150375,-8.980524986,-9.702309069,-11.41938496,-10.61171221,-7.537190797,-4.501502025,-6.376051502,-7.521503039,-6.979973492,-4.47391932,-4.368336724,-4.918541371,-5.837930486,-6.931106614
682,-19.72440742,-21.64941837,-23.37820308,-21.47186508,-19.04564963,-16.43358422,-18.24753749,-19.04865917,-19.84786581,-18.51118769,-18.63932021,-17.39379143,-16.36975734,-15.67083695,-8.979563865,-9.701395656,-11.41727126,-10.61070547,-7.537461125,-4.501959795,-6.374354701,-7.519678835,-6.978680963,-4.474064245,-4.368680429,-4.918651646,-5.837288084,-6.930184292
683,-20.56527576,-22.6011042,-24.26548262,-22.37207128,-20.37858963,-17.27164488,-18.86297513,-19.26931048,-19.84763977,-18.06209044,-18.20185127,-17.31589822,-16.28195597,-15.41168059,-9.065140441,-9.961467788,-12.20471769,-10.74846658,-6.483501194,-3.137208984,-6.212264913,-7.724995975,-7.021700994,-4.646282916,-4.659427075,-4.837029224,-5.700911447,-6.928977466
684,-20.29691513,-23.34203434,-25.62888535,-23.38475469,-19.84097607,-16.52319604,-17.73913306,-18.45168668,-19.67744927,-18.49288404,-18.309514,-16.56049055,-15.93666459,-15.63224248,-8.846199895,-9.631300522,-11.83318196,-11.51278068,-8.029022697,-3.985886491,-5.542621725,-7.120120721,-6.986620611,-4.671168152,-4.74583432,-4.963606256,-6.263878565,-7.935602963
685,-19.17272297,-21.81310709,-23.50168501,-22.09837872,-19.40286344,-17.89619688,-18.43541012,-18.74570705,-18.80324375,-18.43932811,-17.805289,-16.87747424,-16.06477281,-16.23947545,-8.718706954,-9.468496306,-11.26800879,-10.36983759,-7.201202271,-4.951246421,-6.927833556,-7.459395183,-6.531283488,-5.186571076,-5.228682391,-5.511787965,-6.012883777,-6.871345379
686,-20.77846062,-22.23554213,-24.26208219,-23.11273272,-20.25503501,-17.00195737,-18.98077239,-19.33500192,-20.01186371,-18.10325422,-17.94615382,-17.25098652,-17.15748427,-16.76718279,-10.61758258,-10.71678395,-12.36128938,-10.6468536,-7.441904878,-3.892663343,-6.427029403,-7.177221665,-6.99842639,-4.746404244,-4.469645131,-5.004242027,-7.073555567,-8.355900532
687,-21.43597936,-23.06891003,-24.86414494,-23.30436837,-20.34000698,-18.02761632,-19.43524138,-19.76997755,-19.78231211,-19.23534358,-18.60330716,-17.0006022,-16.30709804,-17.02976912,-9.245425418,-10.1341033,-11.98528799,-10.7826562,-6.916301069,-3.775782636,-6.705766577,-8.688779469,-7.480349782,-4.545605543,-4.254427408,-5.030648274,-6.160923966,-8.186913758
688,-21.69862832,-23.29858391,-24.88982295,-22.55753902,-19.63577379,-17.1237988,-19.47742851,-19.73471218,-19.68582227,-18.59499842,-18.45469404,-16.90406592,-15.99637156,-15.82008338,-9.982686744,-9.955563977,-11.75931517,-10.67992717,-7.342471317,-3.840922114,-6.708404315,-7.921825918,-6.711637928,-4.136844108,-4.038309639,-4.616626223,-5.449491181,-6.844916058
689,-19.86042907,-22.41992951,-24.24940542,-23.00256058,-20.70636152,-18.53959418,-19.47984231,-19.38056861,-19.37716969,-17.77521607,-17.62772963,-17.07017357,-16.81642198,-17.15244435,-10.09370076,-11.17386823,-12.11042393,-10.76619001,-7.687766301,-5.121249529,-6.111094233,-7.705677201,-8.090766447,-5.888723185,-4.819575351,-4.973983276,-6.163975545,-7.729054812
690,-21.21149569,-23.48651348,-24.45526482,-22.63651297,-20.04620809,-17.781729,-18.1740427,-18.10992684,-18.41881408,-17.89040529,-17.73269437,-16.77485769,-15.96844211,-15.50454508,-9.399679684,-10.19869597,-12.60356687,-11.08189844,-7.400822107,-3.506018047,-5.964735539,-7.241729719,-6.265382519,-3.735080858,-3.670426009,-4.50699084,-6.217702894,-7.953175688
691,-18.42529633,-20.35060821,-22.11079433,-21.15688702,-19.04647384,-17.82675069,-18.7690777,-18.65943841,-18.34252916,-17.47751876,-17.35925001,-16.4949801,-16.07593901,-15.80839689,-8.16482001,-9.895583113,-12.21727144,-11.67345395,-7.78579779,-4.826434196,-6.276473104,-7.691946815,-6.441105763,-4.329711846,-4.035253989,-5.021046712,-6.518635612,-8.258609888
692,-18.94072582,-19.97079917,-21.87486346,-21.99995056,-20.52568,-17.81759291,-18.84483422,-18.92330321,-19.47910579,-18.4942389,-18.06633192,-17.07520987,-16.63628409,-16.53627919,-9.474822103,-9.608404144,-11.70122803,-11.11373075,-8.370094837,-4.927424838,-6.266296013,-7.484395585,-7.510913509,-5.951929701,-4.89148199,-4.623893815,-5.79976187,-7.257679531
693,-18.36596295,-21.05024651,-22.45391401,-21.41444376,-19.87827386,-18.39022285,-19.00537897,-18.10625853,-18.53388243,-17.4613146,-17.8012446,-16.92201485,-16.08773557,-15.4405716,-9.320475238,-10.28236716,-11.69666218,-10.52737265,-7.474541993,-4.53840753,-6.436290908,-7.471045284,-6.778641056,-4.532543272,-4.545350714,-4.809882622,-5.878818612,-7.066492706
694,-18.75530371,-20.0330072,-21.71136386,-21.56645971,-19.55684344,-17.32622312,-18.90382276,-19.71007315,-19.97440174,-18.68914831,-18.38112687,-17.17385273,-15.97206145,-16.36356468,-9.403033636,-9.099603677,-10.8607663,-10.2538488,-7.362098042,-3.887718235,-6.023670853,-7.72796628,-7.591543559,-5.280067356,-4.912832697,-4.96013116,-5.795809671,-7.290541462
695,-18.79060652,-20.4411056,-22.39661135,-21.26002639,-19.1317177,-17.82133817,-19.00983411,-18.93539128,-18.98965735,-18.41160551,-17.28837084,-16.19526058,-15.72571851,-16.17448607,-9.040942132,-10.14974602,-11.570777,-10.43558489,-7.445398657,-5.313851971,-6.656090247,-7.184668175,-6.523563889,-5.141250628,-4.427039898,-4.837230742,-6.474304476,-8.021309545
696,-17.82477554,-19.83934213,-23.31121762,-22.6464646,-19.56585091,-16.66995419,-18.32467432,-18.6468038,-18.89429669,-17.65510639,-17.39688256,-16.65060843,-15.83541637,-16.06122325,-8.053142035,-10.02859121,-12.1839978,-10.45470446,-7.072634934,-4.623761779,-6.309787856,-7.177349581,-6.657216712,-4.383396137,-3.940217715,-4.968175611,-6.594155218,-8.303200144
697,-18.12652507,-21.31785872,-23.39972633,-21.5053208,-18.61031225,-16.37724779,-17.51477392,-18.29040981,-19.24571285,-18.24484043,-18.12161685,-16.86655022,-16.14815975,-15.97727713,-7.958289601,-10.39120633,-12.40933517,-10.87354192,-7.487845492,-4.975120869,-6.789608471,-7.59716712,-7.037924042,-5.160232466,-4.652567729,-5.057121796,-6.068287826,-7.283071019
698,-18.51881761,-21.00550748,-22.99702063,-21.96928862,-19.7444214,-17.15888099,-18.46225313,-18.97887736,-19.19616825,-17.98194226,-17.66583683,-16.77557139,-15.97471923,-15.85624237,-9.106607549,-9.950676743,-11.3177545,-10.31583389,-6.772199944,-3.729424725,-6.570260423,-8.43706515,-7.562084607,-4.493545859,-4.014442723,-4.542967624,-6.079833537,-7.772421871
699,-19.01056257,-21.02959425,-22.7456717,-21.3552366,-19.16765208,-17.47802763,-18.44296046,-18.81829304,-18.97883417,-18.22717183,-17.82646786,-16.56579256,-16.14771155,-16.75386071,-8.632622716,-9.320523611,-11.17501357,-10.57795821,-6.688919425,-4.17669771,-6.438439783,-7.896136125,-6.861285246,-4.732614436,-4.457068627,-4.444260101,-5.528291014,-7.023520255
700,-19.66445997,-20.79428284,-22.08646979,-21.37989359,-19.67321344,-17.45661318,-18.04077117,-18.28353659,-18.91131415,-18.16197068,-17.85508839,-16.79562728,-15.96806973,-15.37291104,-9.307872292,-9.347098785,-10.92545957,-10.05191895,-7.384951424,-4.49065718,-6.446643608,-7.052388388,-6.576230647,-4.876127342,-5.171915664,-5.310636806,-6.275429183,-7.142840888
701,-19.12439998,-20.90409621,-22.84616224,-21.74583574,-20.05668829,-17.44678155,-17.92505562,-17.71819183,-18.65177157,-18.40847827,-17.84537386,-16.21574944,-15.47304468,-15.89606872,-8.604126545,-9.488849794,-11.0743031,-10.34112123,-7.657037762,-4.763116745,-5.842986096,-6.721315847,-6.491436381,-4.673424274,-4.186786402,-4.321724615,-5.395247853,-6.725244113
702,-17.14755839,-18.08047526,-19.75469311,-20.11854663,-19.07261772,-17.257247,-18.12398724,-18.73159701,-18.77743989,-17.82709884,-17.28730305,-16.61499226,-15.97000973,-16.53243222,-7.017392651,-8.160817094,-9.243116233,-9.752093222,-8.862892607,-6.837746049,-7.098926207,-8.351942463,-7.976593109,-5.826557631,-5.248319535,-5.993249528,-6.167877542,-7.29162395
703,-18.22030966,-19.36407717,-20.8443283,-20.7991744,-18.75018311,-17.67992656,-18.31798559,-19.06529579,-18.34595866,-18.06991565,-17.04753376,-16.50012372,-16.85832794,-18.17446499,-7.454146222,-7.992245744,-9.395863644,-9.014962118,-7.2270379,-5.840835821,-7.188171485,-7.654886473,-7.649580639,-6.449014473,-6.002343008,-6.031497082,-7.22341645,-7.962508576
704,-17.82112138,-19.13691654,-20.63017755,-19.7717857,-18.5406528,-16.76770386,-18.74120824,-19.45450545,-19.61722276,-17.67640452,-17.33410727,-16.74157854,-17.21497975,-17.96740225,-7.340898764,-7.390225395,-8.406120612,-8.351386993,-7.189013041,-5.275901771,-6.902385211,-7.720569798,-7.57433242,-5.883083581,-5.342435957,-4.897054442,-6.669464039,-8.552055181
705,-17.20630366,-19.19310157,-21.051218,-20.72070381,-18.79105787,-16.77200402,-17.22769473,-18.0242942,-18.70622512,-18.04148348,-17.74289116,-16.5315674,-15.86418606,-16.12565823,-8.01061125,-8.596997408,-9.231097604,-9.073499681,-7.268616211,-5.653555647,-6.456830169,-8.389270277,-8.255465721,-6.119498203,-5.256020293,-5.320576945,-6.614489139,-7.929905828
706,-16.627812,-18.49813362,-19.65617198,-19.07657698,-18.49572018,-17.84706086,-18.76915153,-18.40073468,-18.61742927,-17.83212097,-17.76200512,-16.86661582,-16.38023099,-16.73994839,-7.580285567,-8.361492288,-9.560572065,-9.074502476,-7.690588589,-6.231688514,-7.8813669,-8.571509567,-7.617841202,-5.383272461,-4.97776386,-5.874662389,-6.721359877,-7.953465457
707,-18.26937626,-18.71413854,-19.50514597,-19.50530875,-18.50171004,-16.98790628,-17.42469774,-18.12327256,-18.26503369,-18.03107158,-17.1429196,-16.4594494,-16.06866793,-16.97854951,-7.848918554,-7.677325341,-8.602864863,-8.375943687,-7.016914,-5.340219631,-7.063241797,-7.750873799,-6.828322478,-5.426065121,-5.460561069,-5.824171282,-6.481557414,-8.082158241
708,-17.76331233,-18.45367788,-19.18331568,-18.89271101,-18.2257072,-16.63535953,-17.32440766,-17.67556546,-18.09654535,-17.75992289,-17.5879919,-16.99040806,-15.79016147,-15.48372082,-7.867314661,-8.265437441,-9.051425357,-8.73377079,-7.912960683,-5.651253282,-6.088635428,-6.766928963,-7.219263616,-5.964946832,-5.369811307,-5.916465476,-6.091191785,-6.608130333
709,-17.01434727,-17.57418887,-19.61014456,-19.86967534,-18.47561831,-16.63331093,-17.20232829,-17.16938298,-17.57807402,-17.24615855,-17.63036427,-17.0589945,-16.53207459,-16.37808346,-7.832159464,-7.914664254,-9.296402886,-8.934019894,-7.672913626,-5.996761862,-6.84057493,-6.783281879,-6.716432318,-5.706162483,-5.786581107,-5.852662943,-6.588259253,-7.236885418
710,-17.12711675,-17.93030292,-19.35131444,-19.72284621,-18.7875469,-17.25763192,-17.76488938,-18.37233938,-18.52353671,-17.95032147,-17.86542923,-17.02799021,-16.44252186,-16.81110672,-7.027097337,-7.582293037,-8.549686659,-8.469719813,-6.950260671,-5.707224047,-7.174956728,-8.683822287,-7.866250434,-5.770916864,-4.899571253,-5.852982612,-6.961154254,-8.227133366
711,-17.07741,-18.03465884,-19.34028591,-19.05173159,-17.2948972,-16.64174213,-17.87432637,-18.8302668,-19.01363305,-18.21288532,-17.89064825,-17.41837718,-16.97354066,-16.57338758,-7.768521778,-7.525209256,-8.686135357,-9.143963779,-7.974729451,-5.96762245,-6.541118004,-7.898515674,-7.343946121,-5.288306712,-4.771362775,-5.546551972,-6.49099653,-7.777528747
712,-18.05818269,-18.11943113,-19.33331425,-19.1832425,-19.13889308,-17.60159159,-18.7997784,-18.74117615,-19.27481658,-18.3182424,-17.62939056,-17.0001597,-17.050087,-17.52207616,-7.342096966,-8.12533264,-9.559919234,-8.692628655,-7.19838249,-5.291360029,-7.389960438,-8.168085734,-8.564526085,-6.75218749,-5.812587795,-5.633197233,-7.032551542,-8.713937072
713,-17.37824257,-18.57122597,-19.6821996,-19.54545419,-18.37032995,-16.79361375,-16.94541156,-17.40417006,-17.98717569,-17.58738462,-17.2680544,-16.71801911,-16.3631495,-16.49153393,-6.96383921,-7.738803611,-8.744544699,-8.52155166,-7.72219146,-6.422520138,-6.720409643,-7.026510005,-7.140970222,-6.063797604,-5.664999665,-5.615838488,-6.182988311,-7.169581052
714,-17.35650415,-18.75549572,-20.31049587,-20.06920635,-18.77660918,-17.98811348,-18.78422934,-18.83263052,-17.79989589,-17.17573463,-17.05125734,-16.03881296,-15.60198193,-15.9058647,-6.872567368,-7.440457301,-8.860180828,-8.781602515,-7.347491382,-6.277094363,-7.393230983,-7.713038653,-6.91853246,-5.786795274,-5.343504924,-5.654818595,-7.091024099,-8.523114311
715,-17.49920005,-18.74609154,-19.79817295,-19.01369991,-18.01302274,-17.74371,-18.28262537,-17.96217094,-17.87842773,-17.99148808,-17.46294327,-16.3532767,-15.49351577,-15.76180829,-7.764382753,-7.97019366,-9.037956235,-9.232530349,-7.824502814,-6.524781527,-7.309186378,-7.639214778,-6.667417632,-5.52704967,-5.275790753,-5.51508334,-5.945226224,-7.082589064
716,-17.07447249,-19.57667548,-21.2627602,-20.22547709,-17.91614853,-16.04826256,-17.43289278,-18.63081786,-19.02184842,-17.74398806,-16.93857911,-16.31551237,-15.82545045,-16.26892637,-7.190025973,-8.070494288,-8.739835182,-8.895007999,-8.086751526,-6.678746623,-6.796268516,-7.45821582,-7.169817255,-5.686946317,-4.772416199,-5.02639589,-6.133631798,-8.19735074
717,-17.19580045,-18.72211681,-20.55678265,-19.45738221,-17.91369269,-16.12398497,-17.00764321,-18.5341765,-18.78218773,-17.47408481,-16.64111697,-16.49288973,-15.94367835,-15.47608746,-7.640578486,-7.938942008,-9.182632333,-9.298403945,-7.885286397,-6.273358495,-6.157193694,-7.603972223,-7.970222423,-6.885097094,-5.730781159,-6.002290417,-6.718477791,-7.545039339
718,-18.42349944,-19.47153662,-21.01185682,-19.92351372,-19.34698982,-17.36843628,-17.61396067,-17.32158491,-17.97120352,-17.38114847,-16.62221792,-16.42898088,-16.10639738,-16.23780142,-7.441137063,-8.200309375,-9.780238361,-8.359674166,-6.670150373,-5.02230809,-6.503064916,-7.53042505,-7.937927963,-5.985452661,-5.011328491,-5.303415664,-6.138003025,-7.511819451
719,-18.12103479,-18.8733314,-19.42986484,-19.01745412,-18.10208466,-16.46782482,-16.91148942,-17.64883762,-18.06503708,-17.41148326,-16.55316428,-15.553429,-15.39817876,-15.98785973,-8.130565373,-8.593561119,-9.186354078,-8.633256879,-7.348688781,-6.163295504,-6.867481971,-8.51320374,-8.498355446,-7.055243726,-5.881850761,-6.265751887,-6.995767238,-8.842167983
720,-16.48537989,-18.32668377,-20.45123577,-20.09598372,-18.38913119,-16.95117771,-17.86890573,-18.14417608,-18.12727841,-17.25503286,-16.69285391,-16.42809264,-15.84865027,-16.11181114,-7.433594978,-8.364680299,-9.367438728,-9.553298782,-7.488440741,-5.370409445,-6.531584838,-8.066171102,-7.47304033,-5.71643226,-5.031850063,-5.947359601,-6.256347264,-7.640272385
721,-17.97945162,-18.99742256,-19.67928839,-19.67194717,-18.24893856,-16.5127604,-16.64003431,-18.02966814,-18.6325199,-17.78855768,-16.75625792,-15.83935472,-15.81537786,-16.77447299,-7.586371145,-7.77659721,-8.973805612,-9.272992843,-7.245996591,-5.065600845,-6.243522301,-7.411554949,-6.943215999,-5.285489012,-4.863554402,-5.163368592,-6.347806761,-8.480518145
722,-17.77215596,-19.06183199,-20.14218648,-20.06171326,-18.42079062,-16.96368811,-16.95998077,-17.47195531,-17.84951458,-17.58454449,-17.24545572,-16.34815405,-16.15543508,-17.04771572,-7.222203707,-8.148456909,-9.353520459,-8.843916791,-7.278093411,-6.179533443,-6.893089168,-7.990874116,-7.616868903,-5.903299939,-5.247595002,-5.790914921,-6.210939204,-6.74322526
723,-18.19766115,-18.90471934,-19.82659905,-19.40372734,-18.38521909,-17.23045182,-17.76240239,-17.59962197,-17.51693789,-16.79884304,-16.5261063,-16.10923653,-15.9098746,-16.24487273,-7.201206675,-8.036184612,-9.008218962,-8.994119483,-7.537491613,-6.427781086,-7.339773703,-7.243890321,-6.522079029,-5.07267016,-4.931084875,-5.250599564,-6.484006371,-7.253526026
724,-17.25849274,-19.16870307,-19.94331564,-18.79602324,-17.30985804,-16.72494516,-17.49107071,-17.3510594,-17.49157542,-16.99660754,-16.91250769,-16.32198541,-16.32670412,-16.73249449,-7.770508982,-8.795204933,-9.820120864,-8.762303274,-6.787544891,-5.540947566,-6.766082702,-6.883950213,-6.469033529,-5.410360885,-5.701198465,-6.086685418,-7.448131465,-8.313175972
725,-17.42271124,-19.71553648,-21.14796674,-19.96938987,-17.75817461,-16.6128991,-17.46664575,-17.75638408,-17.94131174,-17.77911704,-16.93642164,-15.88278046,-15.57101711,-16.75107982,-7.185482409,-8.13871535,-9.546056892,-8.951753803,-7.331624429,-5.635345377,-6.895991389,-7.24301784,-6.542130332,-5.271575736,-4.921858365,-5.571089399,-6.819452883,-8.330450356
726,-17.8651623,-19.18883794,-20.19039644,-19.78932666,-18.40118091,-17.06938196,-17.48796444,-17.44981458,-17.58861635,-17.12331838,-17.06543904,-16.41452742,-16.23554958,-16.81733372,-7.455603553,-8.298582416,-9.175875875,-8.428076497,-6.85362521,-5.354669684,-5.991744168,-6.812587947,-7.021635105,-6.23732074,-5.442138932,-5.739739499,-6.433764586,-7.802198927
727,-17.69369753,-19.12835037,-20.72419469,-20.25933824,-18.68231926,-17.11864309,-17.64719165,-17.38856376,-17.76259837,-17.44222021,-18.00513962,-17.31620279,-16.98982284,-16.57638939,-7.599026878,-7.684629626,-9.099225298,-9.045077808,-7.304883208,-4.908344963,-6.060389916,-7.01718515,-7.492037812,-6.234951252,-5.596918152,-5.15763341,-6.515446255,-7.362202593
728,-17.06837226,-18.32362216,-19.7380006,-19.83546391,-18.45412781,-16.9934793,-17.52445191,-18.23994833,-18.23531895,-17.20270994,-16.69330152,-16.17669677,-16.65660023,-17.91813036,-6.98213648,-7.640424365,-8.602715125,-8.632563834,-7.09314197,-5.537845993,-6.526477066,-7.266855331,-7.458506708,-6.284001032,-5.747838055,-5.550942235,-6.958613361,-8.683323436
729,-17.17814836,-17.62552278,-19.56192097,-20.61988078,-19.05085902,-16.05079851,-16.57466478,-18.01106961,-18.85456003,-18.14688427,-16.66175078,-15.77493819,-15.57577971,-16.50474206,-7.776940252,-8.581982887,-8.620182161,-8.649312322,-7.726751813,-6.639893057,-6.73283467,-7.385415372,-7.447086594,-6.066417316,-4.953891256,-4.943915569,-5.770344327,-7.329875836
730,-17.70860043,-18.92209238,-19.98132043,-19.80521594,-18.46175573,-16.84297001,-17.67381017,-18.10951961,-18.19451656,-17.4984895,-17.19406882,-16.78289347,-16.54537556,-16.92834866,-7.255308646,-8.616696188,-9.434947756,-9.064337649,-7.844772327,-6.486488642,-7.257443037,-7.383386391,-6.63790257,-5.16003834,-5.065102952,-5.924033071,-7.118537056,-8.015865292
731,-18.45779031,-19.72621741,-21.18680232,-20.2378162,-18.58302806,-16.14066845,-17.0154929,-17.61240312,-18.43966372,-17.29481623,-16.7564308,-16.27859263,-15.75344287,-15.37058251,-8.166486984,-7.971134989,-9.350477307,-9.42240644,-8.60032788,-6.061634359,-6.872879247,-7.212732509,-7.745792957,-6.567330988,-5.728993639,-5.359170341,-6.075640711,-7.198711624
